id;name;energy,calculated (kJ);fat, total (g);carbohydrate, available (g);protein, total (g);alcohol (g);organic acids, total (g);sugar alcohols (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);starch, total (g);fibre, total (g);fibre, water-insoluble (g);polysaccharides, non-cellulosic, water-soluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
5;Sweet, Candy;1488;0;87.0;0.5;0;N/A;0;53.5;0;N/A;9.3;0;6.8;37.4;33.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7;7.0;1.4;12.0;100.0;28.0;100.0;254.8;4.0;1.0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32503;Sweet, Candy, Milk Chocolate Pastilles, M&M'S, Amerikan Pastilli;2003;17.9;72.3;5.8;0;0;0;71.7;0;0;0;2.8;0;68.9;0.6;1.6;1.2;0.4;16.8;0.5;5.8;10.4;<0.1;<0.1;0.4;404;66;0;0;9.2;37.7;113.5;0.9;11.3;376.8;40.8;42.9;109.3;104.3;1.5;0.6;80.9;7.8;1.1;0.2;0.05;0.12;0.02;16.6;10.2;0.2;0.6;<0.1;0.2;2.48
35;Sweet, Candy, Sugar-Free;812;0;0;0;0;N/A;54.0;0;0;0;0;0;0;0;0;34.0;N/A;N/A;0;0;0;0;0;0;0;0;0;0;0;0;N/A;270.0;2.4;N/A;290.0;100.0;70.0;178.4;2.4;20.0;0.1;0;0;0;0;N/A;0;0;0;0;0;0;0;0;0
33315;Sweet & Sour Chicken With Jasmine Rice, Kitchen Joy, Ready Meal;594;1.9;24.1;5.7;0;0.3;0;5.3;0.4;0;0.6;0;<0.1;4.3;18.8;1.7;0.5;<0.1;1.7;0.3;0.7;0.7;<0.1;<0.1;0.3;249;16;4;3;13.4;9.8;8.8;0.5;10.4;167.0;14.6;278.9;710.8;62.0;8.0;0.4;82.8;7.4;2.8;2.2;0.16;0.06;0.05;37.1;1451.7;0.2;1.5;<0.1;0.5;4.39
32478;Sweet & Sour Sauce, Uncle Ben'S;359;0.1;19.6;0.5;0;0.4;0;17.0;0.7;<0.1;0.7;0;<0.1;15.6;2.6;0.9;0.5;0.3;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;37;9;0;0;0.2;7.6;10.2;0.2;1.3;140.0;5.6;160.1;407.8;16.6;0.9;0.1;5.0;15.8;0.4;0.3;0.12;0.03;0.03;28.5;1187.8;0;27.8;0;0.4;3.92
32486;Sweet And Sour Chicken Gravy, Ready Made Sauce;525;4.0;10.3;11.5;0;0.2;0;9.0;0.4;<0.1;0.3;<0.1;<0.1;8.2;1.4;0.5;0.2;0.1;3.8;1.0;1.8;1.0;<0.1;0.2;0.8;678;172;16;13;30.9;12.3;13.0;0.5;3.9;174.2;10.9;115.6;294.6;77.6;7.3;0.7;151.8;14.5;5.5;4.3;0.30;0.10;0.06;33.1;627.9;0.4;14.6;0.4;0.9;36.05
33553;Sweet And Sour Sauce;1053;<0.1;61.0;0.1;0;1.0;0;59.1;<0.1;0;<0.1;0;0;59.0;1.9;<0.1;0;0;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;4;<1;0;0;<0.1;0.2;8.5;<0.1;3.1;12.7;4.7;1161.4;2959.2;4.5;0.3;<0.1;1.4;0.3;<0.1;<0.1;0.02;<0.01;<0.01;0.6;14.9;0;2.6;0;<0.1;0.16
33333;Sweet Chili Chicken Teriyaki With Jasmine Rice, Kitchen Joy, Ready Meal;604;3.5;21.4;6.2;0;<0.1;0;4.7;0.1;0;0.2;0;<0.1;4.3;16.7;0.7;0.5;0.1;3.3;0.9;1.7;0.7;<0.1;0.2;0.7;639;233;3;3;12.0;22.2;8.7;0.5;2.6;134.6;12.3;128.4;327.1;58.6;7.6;0.4;78.9;5.8;2.0;2.0;0.13;0.04;0.02;54.6;855.4;0.1;0.3;<0.1;0.6;7.78
33020;Sweet Chili Sauce;793;<0.1;45.4;0.6;0;0.6;0;40.1;<0.1;0;<0.1;0;0;40.0;5.3;0.1;0;0;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;17;1;0;0;0.1;0.9;11.7;0.2;2.4;46.6;6.1;1432.4;3649.7;14.2;0.4;<0.1;8.0;0.3;0.2;<0.1;0.09;<0.01;<0.01;<0.1;1.5;0;1.2;0;<0.1;0.12
3040;Sweet Corn, Boiled;535;1.3;24.3;2.7;0;0;0;3.4;0.3;0;0.3;0;0;2.9;20.9;3.5;3.2;0.3;1.0;0.6;0.3;0.2;0;<0.1;0.6;575;30;0;0;0;27.1;2.0;0.5;0;256.5;35.1;2.9;7.4;84.5;0.4;0;42.7;27.3;2.0;1.8;0.21;0.06;0.11;5.9;806.6;0;7.4;0;<0.1;0.28
28943;Sweet Corn, Cob, Boiled, Without Salt;375;0.9;17.1;1.9;0;0;0;2.4;0.2;N/A;0.2;0;0;2.0;14.7;2.5;2.3;0.2;0.7;0.4;0.2;0.1;0;<0.1;0.4;404;21;0;0;0;19.0;1.3;0.3;0;180.0;24.7;2.0;5.1;59.3;0.3;0;30.0;27.3;1.8;1.3;0.15;0.05;0.10;4.6;566.1;0;8.0;0;<0.1;0.20
28958;Sweet Corn, Cob, Grilled;465;3.6;16.6;1.8;0;0;0;2.3;0.2;0;0.2;0;0;1.9;14.3;2.4;2.2;0.2;3.3;1.3;1.7;0.3;0;0.3;1.1;1061;278;0;0;0.1;35.1;1.7;0.3;0;175.7;24.1;1.9;5.0;58.3;0.3;<0.1;29.2;26.6;1.7;1.2;0.14;0.05;0.10;4.5;550.8;0;7.8;0;0.6;3.78
28962;Sweet Corn, Corn On The Cob;338;0.8;15.4;1.7;0;0;0;2.2;0.2;N/A;0.2;0;0;1.8;13.2;2.2;2.0;0.2;0.7;0.4;0.2;0.1;0;<0.1;0.4;363;19;0;0;0;17.1;1.2;0.3;0;162.0;22.2;1.8;4.6;53.4;0.2;0;27.0;24.6;1.6;1.1;0.13;0.05;0.09;4.2;509.5;0;7.2;0;<0.1;0.18
363;Sweet Corn Kernels;563;1.4;25.6;2.8;0;0;0;3.6;0.3;N/A;0.3;0;0;3.0;22.0;3.7;3.4;0.3;1.1;0.6;0.3;0.2;0;<0.1;0.6;605;31;0;0;0;28.5;2.0;0.5;0;270.0;37.0;3.0;7.6;89.0;0.4;0;45.0;41.0;2.7;1.9;0.22;0.08;0.15;7.0;849.1;0;12.0;0;<0.1;0.30
28956;Sweetened Potato Casserole, Low-Fat Milk;372;1.0;16.7;2.4;0;0.4;0;6.3;1.4;<0.1;1.6;1.6;<0.1;1.6;10.4;0.7;0.6;0.2;0.9;0.2;0.3;0.5;<0.1;<0.1;0.1;117;47;0;0;2.5;6.0;49.7;0.6;14.4;351.3;20.2;151.2;385.2;59.9;1.6;0.3;29.5;11.0;0.8;0.4;0.09;0.08;0.10;6.2;41.9;0.1;4.0;0.4;0.1;1.11
35280;Sweetener, Aspartam, Acesulfame K;1227;0.4;63.0;8.3;0;0;0;63.0;0;0;63.0;0;0;0;0;0;0;0;0.4;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;N/A;0;137.0;349.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;Sweetener, Aspartam, Powder;1700;0;97.0;3.0;0;0;0;0;0;N/A;0;0;0;0;97.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35302;Sweetener, Canderel, Aspartam And Acesulfame-K, Powder;1598;0;94.0;<0.1;0;0;0;3.0;0;0;3.0;0;0;0;91.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N/A;0;3.9;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35277;Sweetener, Cyclamate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11000.0;28028.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34802;Sweetener, Hermesetas Gold, Saccharin, Aspartame And Cyclamate Blend;1071;0;0;63.0;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4000.0;10192.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34805;Sweetener, Hermesetas Liquid, Saccharin And Cyclamate Blend;0;0;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;760.0;1936.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;Sweetener, Saccharin;0;0;0;0;0;N/A;0;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10550.0;26881.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33519;Sweetener, Stevia, Canderel Green Powder;1598;0;94.0;<0.1;0;N/A;N/A;2.9;N/A;N/A;N/A;0;N/A;N/A;91.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;3.8;9.7;N/A;N/A;N/A;N/A;0;N/A;N/A;0;N/A;N/A;0;N/A;0;0;0;0;0
33521;Sweetener, Stevia, Canderel Green Stick;1532;0;90.1;0;0;N/A;N/A;0;N/A;N/A;N/A;0;N/A;N/A;90.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;3.8;9.7;N/A;N/A;N/A;0;0;N/A;N/A;0;N/A;N/A;0;N/A;0;0;0;0;0
33520;Sweetener, Stevia, Canderel Green Tablet;1327;<0.1;77.8;<0.1;0;N/A;N/A;69.0;N/A;N/A;N/A;0;N/A;N/A;8.8;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;3.8;9.7;N/A;N/A;N/A;N/A;0;N/A;N/A;0;N/A;N/A;0;N/A;0;0;0;0;0
355;Sweet Pepper, Average;119;0.4;4.2;0.9;0;<0.1;0;4.2;2.1;N/A;2.0;0;0;<0.1;<0.1;1.9;1.0;0.9;0.2;0.1;<0.1;<0.1;0;<0.1;<0.1;79;45;0;0;0;21.5;8.6;0.5;1.0;242.0;13.6;3.5;8.9;27.0;0.2;0.1;12.0;55.9;1.1;0.9;0.54;0.08;0.03;154.2;5416.1;0;184.8;0;2.2;5.11
34466;Sweet Pepper, Baked;453;9.1;4.8;1.0;0;0;0;4.8;2.2;0;2.4;0;0;0.1;0;2.0;1.1;0.9;8.7;3.1;4.9;0.6;0;0.9;2.2;2231;868;0;0;0.4;77.0;12.6;0.7;27.6;309.5;15.4;414.0;1054.8;34.5;0.2;0.1;12.7;44.4;1.4;1.4;0.48;0.11;0.03;232.6;6568.5;0;137.1;0;4.2;16.61
33282;Sweet Pepper, Boiled Without Salt;141;0.5;5.0;1.1;0;<0.1;0;5.0;2.5;N/A;2.4;0;0;<0.1;<0.1;2.3;1.2;1.0;0.2;0.1;<0.1;<0.1;0;<0.1;<0.1;94;53;0;0;0;25.6;10.2;0.6;1.2;288.1;16.2;4.2;10.6;32.1;0.2;0.1;14.3;66.5;1.4;1.1;0.64;0.09;0.03;165.2;6447.7;0;143.0;0;2.6;6.09
387;Sweet Pepper, Green;89;0.3;2.5;0.9;0;0.3;0;2.4;1.4;N/A;1.0;0;0;0;0.1;1.9;1.1;0.7;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;45;25;0;0;0;21.5;8.0;0.4;1.0;120.0;10.0;4.0;10.2;19.0;0;0.1;12.0;55.9;0.3;0.1;0.27;<0.01;<0.01;20.7;4192.7;0;120.0;0;2.2;9.40
386;Sweet Pepper, Red;119;0.3;4.5;0.9;0;0;0;4.5;2.1;N/A;2.3;0;0;0.1;0;1.9;1.0;0.9;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;45;25;0;0;0;21.5;9.0;0.6;1.0;290.0;14.0;3.5;8.9;30.0;0.2;0.1;12.0;55.9;1.5;1.3;0.45;0.12;0.04;243.8;6196.2;0;184.8;0;2.2;4.60
33494;Sweet Pepper, Red, Canned;84;0.3;2.7;0.8;0;0.3;0;2.7;0.8;0;0.8;0;0;1.1;0;1.2;0.9;0.8;0.2;0.2;<0.1;0;0;<0.1;0.2;146;8;0;0;0;19.4;41.0;0.8;1.0;146.0;11.0;1369.0;3488.2;20.0;0.3;0.2;10.0;16.0;0.7;0.6;0.22;0.03;0.03;28.1;5576.6;0;46.5;0;1.9;4.14
388;Sweet Pepper, Yellow;126;0.2;5.1;0.9;0;0;0;5.1;3.0;N/A;2.1;0;0;0;0;2.0;1.0;0.9;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;45;25;0;0;0;21.5;8.0;0.4;1.0;220.0;16.0;4.0;10.2;26.0;0.2;0.1;12.0;55.9;0.9;0.7;0.54;0.02;<0.01;18.8;4299.4;0;204.9;0;2.2;2.36
30600;Sweet Potato, Baked;368;<0.1;18.3;1.7;0;0;0;4.5;0.8;0;1.0;0;0;2.7;13.8;3.3;1.5;1.2;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;14;1;0;0;0;13.0;32.6;0.7;2.2;366.3;27.2;59.8;152.3;51.1;0.7;0.3;21.7;9.0;0.9;0.6;0.23;0.06;0.07;691.2;9256.5;0;1.8;0;0.3;1.96
30601;Sweet Potato, Fried;589;5.3;19.7;1.9;0;<0.1;0;4.9;0.8;<0.1;1.1;<0.1;0;2.9;14.8;3.5;1.6;1.3;5.1;1.4;2.5;1.0;<0.1;0.4;1.0;1047;389;0;0;2.3;38.6;36.8;0.7;17.1;395.2;29.6;303.7;773.7;56.5;0.7;0.4;23.5;9.1;0.9;0.7;0.24;0.06;0.06;764.0;9965.8;<0.1;1.7;0.3;1.2;7.55
30223;Sweet Potato, Without Skin;339;<0.1;16.8;1.6;0;0;0;4.2;0.7;0;1.0;0;0;2.5;12.7;3.0;1.4;1.1;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;13;1;0;0;0;12.0;30.0;0.6;2.0;337.0;25.0;55.0;140.1;47.0;0.6;0.3;20.0;11.0;0.9;0.6;0.21;0.06;0.08;706.5;8516.0;0;2.4;0;0.3;1.80
30603;Sweet Potato, Without Skin, Boiled, Salt;337;<0.1;16.7;1.6;0;0;0;4.2;0.7;0;1.0;0;0;2.5;12.6;3.0;1.4;1.1;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;13;<1;0;0;0;11.9;30.6;0.6;14.4;335.5;25.0;247.3;630.0;47.1;0.6;0.3;19.9;7.7;0.7;0.6;0.21;0.05;0.06;632.7;8473.6;0;1.6;0;0.3;1.79
30602;Sweet Potato, Without Skin, Boiled, Without Salt;339;<0.1;16.8;1.6;0;0;0;4.2;0.7;0;1.0;0;0;2.5;12.7;3.0;1.4;1.1;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;13;1;0;0;0;12.0;30.0;0.6;2.0;337.0;25.0;55.0;140.1;47.0;0.6;0.3;20.0;7.7;0.7;0.6;0.21;0.05;0.06;635.9;8516.0;0;1.6;0;0.3;1.80
34565;Sweet Potato And Feta Salad, Oil-Based Dressing;487;5.5;11.0;4.2;0;0.4;0;2.5;0.5;<0.1;0.6;0.2;<0.1;1.2;8.6;2.5;1.5;0.8;5.2;1.1;2.4;1.5;<0.1;0.3;0.8;791;274;0;0;5.5;40.0;68.2;1.0;7.7;263.9;23.5;232.1;591.4;93.4;3.8;0.9;96.1;52.3;2.0;0.4;0.14;0.08;0.06;272.9;3624.3;0.1;3.1;<0.1;0.7;20.47
34576;Sweet Potato Chick Pea Curry;553;6.4;14.2;3.0;0;<0.1;0;4.9;1.0;0;0.9;0;0;3.0;9.4;2.8;1.4;0.9;6.0;1.1;1.7;3.2;0;0.3;0.9;865;272;0;0;0.3;44.5;31.6;1.4;9.3;323.7;31.0;258.5;658.6;77.7;1.4;0.6;33.0;29.3;1.0;0.7;0.17;0.04;0.06;325.8;5524.3;0;4.3;0;0.9;9.65
34445;Sweet Potato Coconut Soup;385;5.7;8.2;1.2;0;0.1;0;2.7;0.4;0;0.5;0;<0.1;1.6;5.5;1.5;0.7;0.6;5.4;0.7;1.3;3.4;0;0.2;0.5;514;170;0;0;<0.1;24.4;21.5;0.9;3.2;211.2;20.7;324.8;827.5;40.7;0.4;0.3;13.6;9.9;0.6;0.4;0.10;0.03;0.03;305.1;4202.8;0;2.8;0;0.6;5.57
34689;Sweet Potato Fries, Deep-Fried;684;8.4;18.6;1.7;0;0;0;4.6;0.8;0;1.1;0;0;2.8;13.9;3.3;1.5;1.2;8.2;2.8;4.9;0.5;0;0.9;1.9;1867;914;0;0;0.5;71.6;34.9;0.7;32.2;372.0;28.0;524.5;1336.3;52.7;0.7;0.3;22.1;8.5;0.8;0.6;0.23;0.06;0.06;701.1;9389.6;0;1.6;0;1.9;14.57
34672;Sweet Potato Fries, Oven-Baked;650;6.3;20.9;1.9;0;0;0;5.2;0.9;0;1.2;0;0;3.1;15.7;3.7;1.7;1.4;6.1;2.1;3.5;0.4;0;0.6;1.6;1551;593;0;0;0.3;53.0;39.2;0.8;18.0;420.1;31.4;308.7;786.6;60.2;0.7;0.4;24.8;10.2;1.0;0.7;0.26;0.07;0.08;789.9;10579.0;0;2.1;0;1.7;10.48
30604;Sweet Potato Soup;161;1.1;5.7;0.7;0;<0.1;0;1.6;0.3;<0.1;0.4;<0.1;0;0.8;4.1;1.2;0.6;0.5;1.1;0.3;0.5;0.2;<0.1;<0.1;0.2;224;86;0;0;0.5;12.7;17.5;0.3;23.3;145.7;10.1;370.3;943.6;21.7;0.3;0.1;8.5;6.9;0.3;0.2;0.10;0.02;0.03;218.6;3089.5;<0.1;2.3;<0.1;0.3;7.79
32338;Sweet Shortbread Pie Crust With Sour Milk;1692;16.0;58.2;5.6;0;0.1;0;27.1;<0.1;<0.1;<0.1;0.7;0.4;26.0;31.1;1.5;1.1;0.4;15.2;2.7;5.9;6.4;0.3;0.7;1.9;1904;673;0;0;13.4;73.0;29.4;0.4;8.4;95.8;14.7;285.5;727.4;68.1;4.9;0.4;64.2;8.2;1.3;0.4;0.05;0.05;0.03;52.5;33.6;<0.1;0.1;1.3;1.7;11.67
31706;Sweet Yeast Dough For Pies, Fat-Free Milk, Sweetened With Aspartame;1269;9.2;44.7;8.6;0;<0.1;0;2.2;<0.1;<0.1;<0.1;1.5;0.5;0.1;42.0;2.6;1.7;0.6;8.4;1.6;3.2;3.4;0.1;0.4;1.2;1228;360;0;4;19.1;54.4;50.8;0.7;22.0;165.7;21.8;216.7;552.2;114.4;7.6;0.8;100.8;47.8;2.5;1.0;0.09;0.17;0.07;35.1;43.5;0.2;0.4;1.0;1.1;6.39
31703;Sweet Yeast Dough For Pies, Fat-Free Milk, Sweetened With Fructose;1273;8.3;47.4;8.3;0;<0.1;0;6.6;4.4;<0.1;<0.1;1.5;0.5;0.1;40.3;2.5;1.6;0.5;7.6;1.5;2.9;3.1;0.1;0.3;1.1;1127;323;0;3;17.3;50.9;50.1;0.6;21.9;156.5;21.1;212.2;540.6;108.6;7.4;0.7;96.9;37.5;2.3;0.9;0.09;0.14;0.06;31.5;39.6;0.2;0.4;0.9;1.0;5.74
31698;Sweet Yeast Dough For Pies, Semi-Skimmed Milk, Without Sugar;1221;8.4;43.5;8.8;0;<0.1;0;2.2;<0.1;<0.1;<0.1;1.5;0.5;0.1;40.9;2.5;1.7;0.6;7.7;1.5;2.9;3.1;0.1;0.3;1.2;1146;324;0;5;22.8;51.3;53.0;0.7;22.7;171.5;22.2;215.1;548.0;119.1;8.1;0.8;104.3;52.4;2.6;1.1;0.10;0.18;0.07;35.1;50.3;0.2;0.4;1.0;1.0;5.76
31708;Sweet Yeast Dough For Pies, Whole Milk, Sweetened With Aspartame;1305;10.2;44.7;8.6;0;<0.1;0;2.1;<0.1;<0.1;<0.1;1.4;0.5;0.1;42.0;2.6;1.7;0.6;9.3;1.7;3.4;4.1;0.2;0.4;1.3;1240;363;0;4;22.0;54.4;51.7;0.7;21.9;165.7;21.6;216.7;552.2;114.4;7.7;0.8;100.3;48.3;2.5;1.0;0.09;0.16;0.07;43.3;47.0;0.2;0.3;1.0;1.1;6.58
31705;Sweet Yeast Dough For Pies, Whole Milk, Sweetened With Fructose;1309;9.3;47.3;8.3;0;<0.1;0;6.5;4.4;<0.1;<0.1;1.4;0.5;0.1;40.3;2.5;1.6;0.5;8.5;1.5;3.1;3.7;0.1;0.3;1.2;1139;326;0;3;20.2;51.0;51.0;0.6;21.9;156.5;20.8;212.2;540.6;108.6;7.5;0.7;96.4;38.0;2.3;0.9;0.09;0.14;0.06;39.6;43.1;0.2;0.3;0.9;1.0;5.93
31700;Sweet Yeast Sough For Pies, Whole Milk, Without Sugar;1258;9.4;43.5;8.8;0;<0.1;0;2.2;<0.1;<0.1;<0.1;1.5;0.5;0.1;40.9;2.5;1.7;0.6;8.6;1.5;3.2;3.8;0.1;0.3;1.2;1159;327;0;5;25.9;51.3;53.9;0.7;22.6;171.5;21.9;215.1;548.0;119.1;8.1;0.8;103.8;53.0;2.6;1.1;0.10;0.18;0.07;43.6;54.0;0.2;0.3;1.0;1.0;5.96
360;Swiss Chard;72;0.3;1.5;1.4;0;<0.1;0;1.5;0.1;N/A;0.1;0;0;1.3;0;1.4;0.7;0.7;0.2;0.2;<0.1;<0.1;0;0.1;<0.1;26;137;0;0;0;11.5;88.0;1.3;1.0;470.0;59.0;118.5;301.9;30.0;0.9;0.9;N/A;30.0;0.4;0.4;0.27;0.16;0.10;304.6;3692.0;0;39.0;0;1.9;830.00
31580;Swiss Roll;941;3.0;43.2;4.9;0;0.3;0;32.5;3.1;0;3.0;0;<0.1;26.3;10.7;0.9;0.5;0.4;2.4;0.5;1.1;0.8;<0.1;<0.1;0.4;353;36;0;33;112.0;6.3;129.4;0.8;17.0;346.0;11.8;160.7;409.5;161.4;11.2;0.6;75.8;22.0;1.3;0.2;0.05;0.13;0.05;74.2;247.6;0.7;0.9;0.7;0.8;2.36
1326;Swiss Roll, Gluten-Free;1025;4.0;45.4;5.8;0;0.1;0;28.5;1.2;0;1.3;0;<0.1;25.9;16.9;0.5;0.2;0.2;3.2;0.6;1.5;1.0;<0.1;<0.1;0.5;448;34;0;45;151.9;1.2;123.2;0.9;23.4;182.7;9.8;152.5;388.6;176.1;14.7;0.7;91.9;28.6;1.6;0.2;0.06;0.17;0.06;100.7;397.1;0.9;0.3;0.9;0.9;1.15
32518;Swiss Roll, Napakymppi, Fazer Oululainen;1457;16.1;47.4;2.7;0;0.1;0;35.4;1.1;0;1.3;0;0.4;32.6;11.0;0.9;0.7;0.3;15.2;2.0;6.0;7.2;<0.1;0.2;1.7;1744;215;0;2;7.6;36.1;7.2;0.3;14.6;136.4;8.3;162.6;414.2;30.3;3.0;0.2;32.1;5.5;0.8;0.2;0.02;0.02;0.02;5.5;24.9;<0.1;0.3;<0.1;1.3;4.41
31581;Swiss Roll, Naturally Gluten-Free;975;3.4;44.7;4.8;0;0.3;0;31.7;2.5;0;2.4;0;<0.1;26.8;13.0;0.7;0.3;0.3;2.7;0.5;1.3;0.9;<0.1;<0.1;0.4;357;34;0;39;130.8;2.4;137.6;0.8;21.3;285.1;10.1;169.2;431.1;174.9;12.3;0.6;78.1;25.4;1.3;0.1;0.05;0.15;0.05;86.4;277.7;0.8;0.7;0.8;0.8;1.89
31583;Swiss Roll, Sweetened With Fructose;1035;2.5;51.1;3.7;0;0.3;0;34.3;33.4;0;0.7;0;<0.1;0.2;16.8;1.0;0.6;0.3;1.9;0.4;0.9;0.6;<0.1;<0.1;0.3;275;30;0;27;91.0;5.0;127.5;0.7;19.8;67.8;6.9;151.9;387.1;151.6;8.9;0.4;58.3;18.4;0.9;<0.1;0.04;0.11;0.04;60.3;211.6;0.5;0.7;0.6;0.7;2.24
31566;Swiss Roll Dough;1145;5.3;47.2;8.4;0;0;0;28.7;<0.1;0;0.2;0;0.1;28.4;18.5;0.6;0.4;0.2;4.2;0.8;2.0;1.4;<0.1;<0.1;0.7;601;41;0;59;198.2;5.8;205.4;1.1;29.4;98.0;11.6;238.5;607.7;264.6;19.6;0.9;131.1;35.9;2.1;0.2;0.09;0.21;0.07;130.4;387.3;1.2;0;1.2;1.1;0.56
31568;Swiss Roll Dough, Bakery;1118;5.3;43.9;10.0;0;0;0;26.9;5.5;0;0.5;1.1;0.2;19.5;15.9;0.8;0.6;0.2;4.2;0.8;1.9;1.3;<0.1;0.1;0.7;640;43;0;57;191.9;11.3;63.0;1.2;29.3;141.0;14.5;71.3;181.6;154.8;19.9;1.0;152.9;35.0;2.6;0.3;0.11;0.26;0.08;126.2;419.2;1.2;0.1;1.2;1.1;0.66
31572;Swiss Roll Dough, Gluten-Free;1156;5.1;49.2;7.6;0;0;0;30.1;<0.1;0;0.2;0.9;<0.1;28.9;19.3;0.2;<0.1;<0.1;4.1;0.7;2.0;1.3;<0.1;<0.1;0.6;527;37;0;59;198.4;0;227.1;1.0;30.9;109.8;10.5;248.2;632.4;268.2;18.8;0.9;125.2;35.2;2.0;<0.1;0.08;0.24;0.07;130.5;387.2;1.2;0.1;1.2;1.0;0.44
31569;Swiss Roll Dough, Naturally Gluten-Free;1129;5.1;48.1;7.0;0;0;0;28.7;<0.1;0;0.3;0;<0.1;28.4;19.4;0.3;0.2;0.2;4.1;0.7;2.0;1.3;<0.1;<0.1;0.6;526;36;0;59;198.2;0;205.3;1.1;31.7;86.9;9.2;238.8;608.5;260.4;18.5;0.9;116.3;36.5;1.8;<0.1;0.08;0.21;0.06;130.4;386.8;1.2;0;1.2;1.0;0.44
1193;Swiss Roll Dough, Unsweetened;1017;6.9;30.7;13.4;0;0;0;0.7;<0.1;0;0.2;0;0.4;<0.1;30.0;1.4;1.1;0.4;5.5;1.2;2.5;1.7;<0.1;0.1;1.0;911;61;0;73;246.0;19.9;222.1;1.5;32.9;152.2;20.7;259.1;660.1;320.7;26.6;1.3;196.0;45.3;3.3;0.4;0.13;0.27;0.10;161.9;481.8;1.4;0;1.5;1.4;0.95
3;Syrup;1261;0;74.1;0.1;0;0;0;74.1;21.7;N/A;24.2;0;0;28.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74.0;2.5;5.0;220.0;34.0;50.0;127.4;2.0;1.0;0.1;0;0;0;0;0;<0.01;0;0;0;0;0;0;0;0
